Latitude,Longitude,Ward,Community Area,Date,Block,IUCR,Primary Type,Arrest,Domestic,Beat,District,FBI Code,Year,Month,Day,Hour,Severity,Season
41.79651034,-87.7085406,14.0,63.0,2023-09-04 19:15:00,053XX S HOMAN AVE,486,BATTERY,True,True,822,8,08B,2023,9,4,19,Severe,Fall
41.94558362,-87.74704737,31.0,15.0,2023-09-04 21:47:00,035XX N CICERO AVE,502P,OTHER OFFENSE,True,False,1634,16,26,2023,9,4,21,Less Severe,Fall
41.96120206,-87.77704989,38.0,15.0,2023-09-04 22:10:00,044XX N AUSTIN AVE,502P,OTHER OFFENSE,True,False,1622,16,26,2023,9,4,22,Less Severe,Fall
41.98896259,-87.78277087,45.0,10.0,2023-05-24 12:00:00,059XX N MELVINA AVE,910,MOTOR VEHICLE THEFT,False,True,1622,16,7,2023,5,24,12,Other,Spring
41.91538933,-87.76570174,29.0,25.0,2023-09-05 19:18:00,019XX N CENTRAL AVE,502P,OTHER OFFENSE,True,False,2515,25,26,2023,9,5,19,Less Severe,Fall
41.91943601,-87.77556459,36.0,19.0,2023-09-05 19:22:00,021XX N AUSTIN AVE,520,ASSAULT,True,True,2515,25,04A,2023,9,5,19,Severe,Fall
41.90256263,-87.75087938,37.0,25.0,2023-09-05 23:30:00,012XX N LAVERGNE AVE,502P,OTHER OFFENSE,True,False,2533,25,26,2023,9,5,23,Less Severe,Fall
41.91050544,-87.67631647,1.0,24.0,2023-09-05 22:54:00,019XX W NORTH AVE,502R,OTHER OFFENSE,True,False,1424,14,26,2023,9,5,22,Less Severe,Fall
41.8629145,-87.70973744,24.0,29.0,2023-09-05 14:51:00,033XX W DOUGLAS BLVD,041A,BATTERY,False,True,1021,10,04B,2023,9,5,14,Severe,Fall
41.87319145,-87.74344656,24.0,25.0,2021-09-08 16:45:00,047XX W HARRISON ST,110,HOMICIDE,True,False,1131,11,01A,2021,9,8,16,Severe,Fall
41.75535325,-87.65144019,17.0,71.0,2010-11-19 09:00:00,076XX S ABERDEEN ST,320,ROBBERY,True,False,612,6,3,2010,11,19,9,Severe,Fall
41.96590645,-87.70839577,33.0,14.0,2023-03-20 21:00:00,046XX N KEDZIE AVE,910,MOTOR VEHICLE THEFT,False,False,1713,17,7,2023,3,20,21,Other,Spring
41.80714552,-87.74192176,22.0,56.0,2023-09-01 01:30:00,047XX S KEATING AVE,1513,PROSTITUTION,False,False,815,8,16,2023,9,1,1,Other,Fall
41.80399509,-87.74138957,14.0,56.0,2023-09-01 03:41:00,047XX W 49TH ST,1513,PROSTITUTION,False,False,815,8,16,2023,9,1,3,Other,Fall
41.65483427,-87.60755843,10.0,54.0,2023-09-01 13:09:00,132XX S ST LAWRENCE AVE,486,BATTERY,False,True,533,5,08B,2023,9,1,13,Severe,Fall
41.80764654,-87.74115789,22.0,56.0,2023-09-01 02:10:00,047XX W 47TH ST,1513,PROSTITUTION,False,False,815,8,16,2023,9,1,2,Other,Fall
41.75293545,-87.5490632,7.0,46.0,2023-07-30 09:00:00,078XX S SOUTH SHORE DR,1152,DECEPTIVE PRACTICE,False,False,421,4,11,2023,7,30,9,Other,Summer
41.99278515,-87.71893317,50.0,13.0,2023-11-10 22:30:00,061XX N CENTRAL PARK AVE,920,MOTOR VEHICLE THEFT,False,False,1711,17,7,2023,11,10,22,Other,Fall
41.77809913,-87.63382853,20.0,68.0,2023-11-10 03:40:00,003XX W 64TH ST,1220,DECEPTIVE PRACTICE,False,False,722,7,11,2023,11,10,3,Other,Fall
41.77414036,-87.59970777,20.0,42.0,2023-10-18 15:04:00,066XX S GREENWOOD AVE,810,THEFT,False,False,321,3,6,2023,10,18,15,Less Severe,Fall
41.9733392,-87.65313205,48.0,3.0,2023-11-10 19:54:00,009XX W ARGYLE ST,420,BATTERY,False,False,2024,20,04B,2023,11,10,19,Severe,Fall
41.80805312,-87.70910336,14.0,58.0,2023-11-10 14:30:00,034XX W 47TH ST,810,THEFT,False,False,821,8,6,2023,11,10,14,Less Severe,Fall
41.75149738,-87.71088663,18.0,70.0,2023-11-10 18:30:00,035XX W 78TH ST,486,BATTERY,False,True,835,8,08B,2023,11,10,18,Severe,Fall
41.86614776,-87.68602617,28.0,28.0,2023-11-10 18:00:00,012XX S WESTERN AVE,1320,CRIMINAL DAMAGE,False,True,1233,12,14,2023,11,10,18,Less Severe,Fall
41.94154435,-87.66756606,32.0,6.0,2023-11-10 21:00:00,015XX W SCHOOL ST,1310,CRIMINAL DAMAGE,False,False,1922,19,14,2023,11,10,21,Less Severe,Fall
41.76374073,-87.59093022,8.0,43.0,2023-11-10 18:30:00,072XX S DORCHESTER AVE,1320,CRIMINAL DAMAGE,False,False,324,3,14,2023,11,10,18,Less Severe,Fall
41.95548284,-87.74667356,45.0,15.0,2023-11-10 16:30:00,047XX W BELLE PLAINE AVE,486,BATTERY,False,True,1722,17,08B,2023,11,10,16,Severe,Fall
41.9026915,-87.64063987,27.0,8.0,2023-11-10 03:00:00,004XX W ELM ST,560,ASSAULT,False,True,1823,18,08A,2023,11,10,3,Severe,Fall
41.75953427,-87.60907381,6.0,69.0,2023-10-07 23:00:00,074XX S CHAMPLAIN AVE,1020,ARSON,False,False,323,3,9,2023,10,7,23,Other,Fall
41.71176041,-87.5998425,8.0,50.0,2023-11-10 12:01:00,009XX E 100TH PL,890,THEFT,False,False,511,5,6,2023,11,10,12,Less Severe,Fall
41.90713095,-87.69447314,26.0,24.0,2023-09-06 14:00:00,014XX N WASHTENAW AVE,1320,CRIMINAL DAMAGE,False,False,1423,14,14,2023,9,6,14,Less Severe,Fall
41.81897033,-87.64254439,11.0,61.0,2023-09-06 09:22:00,006XX W ROOT ST,1340,CRIMINAL DAMAGE,False,False,925,9,14,2023,9,6,9,Less Severe,Fall
41.74643135,-87.64634573,17.0,71.0,2023-09-06 02:10:00,081XX S PEORIA ST,486,BATTERY,False,True,613,6,08B,2023,9,6,2,Severe,Fall
41.76029697,-87.6843458,18.0,66.0,2023-09-06 17:38:00,073XX S ARTESIAN AVE,460,BATTERY,False,False,835,8,08B,2023,9,6,17,Severe,Fall
41.77988171,-87.63678991,20.0,68.0,2023-09-06 12:58:00,004XX W 63RD ST,486,BATTERY,False,True,722,7,08B,2023,9,6,12,Severe,Fall
41.85305866,-87.65019051,25.0,31.0,2023-09-06 05:16:00,021XX S CANALPORT AVE,2820,OTHER OFFENSE,False,False,1235,12,08A,2023,9,6,5,Less Severe,Fall
41.84387939,-87.62043259,4.0,35.0,2023-09-06 21:30:00,027XX S PRAIRIE AVE,820,THEFT,False,False,133,1,6,2023,9,6,21,Less Severe,Fall
41.85868659,-87.6318901,11.0,33.0,2023-09-06 20:50:00,017XX S WENTWORTH AVE,630,BURGLARY,False,False,914,9,5,2023,9,6,20,Other,Fall
41.93540928,-87.74675098,31.0,19.0,2023-09-06 16:41:00,030XX N CICERO AVE,910,MOTOR VEHICLE THEFT,False,False,2521,25,7,2023,9,6,16,Other,Fall
41.96846253,-87.70761329,33.0,14.0,2023-09-06 12:00:00,031XX W LAWRENCE AVE,560,ASSAULT,False,False,1713,17,08A,2023,9,6,12,Severe,Fall
41.96607814,-87.64715324,46.0,3.0,2023-09-06 17:30:00,046XX N LAKE SHORE DR NB,820,THEFT,False,False,1914,19,6,2023,9,6,17,Less Severe,Fall
41.73627709,-87.58521219,8.0,48.0,2023-09-06 19:54:00,087XX S STONY ISLAND AVE,860,THEFT,False,False,412,4,6,2023,9,6,19,Less Severe,Fall
41.76365995,-87.62686344,6.0,69.0,2023-09-06 17:30:00,0000X W 72ND ST,910,MOTOR VEHICLE THEFT,False,False,731,7,7,2023,9,6,17,Other,Fall
41.89194395,-87.76877046,29.0,25.0,2023-09-06 17:05:00,057XX W ERIE ST,1320,CRIMINAL DAMAGE,False,False,1511,15,14,2023,9,6,17,Less Severe,Fall
41.86668568,-87.66342658,22.0,30.0,2015-06-18 00:00:00,031XX S KOSTNER AVE,1752,OFFENSE INVOLVING CHILDREN,False,True,1031,10,17,2015,6,18,0,Other,Summer
41.74877662,-87.60516736,6.0,44.0,2023-09-06 09:32:00,080XX S COTTAGE GROVE AVE,560,ASSAULT,False,False,631,6,08A,2023,9,6,9,Severe,Fall
41.76992556,-87.63726788,6.0,68.0,2023-09-06 08:15:00,068XX S NORMAL BLVD,1310,CRIMINAL DAMAGE,False,True,722,7,14,2023,9,6,8,Less Severe,Fall
41.91347275,-87.76437036,37.0,25.0,2023-09-06 18:20:00,018XX N LUNA AVE,1310,CRIMINAL DAMAGE,False,False,2532,25,14,2023,9,6,18,Less Severe,Fall
41.80980337,-87.64556634,15.0,61.0,2023-09-06 23:11:00,046XX S HALSTED ST,610,BURGLARY,False,False,925,9,5,2023,9,6,23,Other,Fall
41.98715762,-87.66835632,48.0,77.0,2023-09-06 06:45:00,015XX W VICTORIA ST,810,THEFT,False,False,2013,20,6,2023,9,6,6,Less Severe,Fall
41.8060608,-87.59099935,4.0,39.0,2023-09-06 18:00:00,014XX E 49TH ST,1320,CRIMINAL DAMAGE,False,False,222,2,14,2023,9,6,18,Less Severe,Fall
41.93905144,-87.73043892,30.0,16.0,2023-08-17 18:00:00,041XX W BELMONT AVE,910,MOTOR VEHICLE THEFT,True,False,1731,17,7,2023,8,17,18,Other,Summer
42.01378764,-87.67318283,49.0,1.0,2023-07-24 09:00:00,017XX W CHASE AVE,1120,DECEPTIVE PRACTICE,False,False,2423,24,10,2023,7,24,9,Other,Summer
42.00029901,-87.80798102,41.0,9.0,2023-09-06 19:00:00,065XX N OCONTO AVE,4387,OTHER OFFENSE,True,True,1611,16,26,2023,9,6,19,Less Severe,Fall
41.76889118,-87.61413359,6.0,69.0,2023-09-06 15:10:00,069XX S VERNON AVE,051A,ASSAULT,False,True,322,3,04A,2023,9,6,15,Severe,Fall
41.87296355,-87.7536633,29.0,25.0,2023-09-06 10:30:00,051XX W HARRISON ST,560,ASSAULT,False,True,1533,15,08A,2023,9,6,10,Severe,Fall
41.88041411,-87.72811149,28.0,26.0,2023-09-06 19:05:00,0000X S KARLOV AVE,2027,NARCOTICS,True,False,1115,11,18,2023,9,6,19,Less Severe,Fall
41.70202782,-87.56398196,10.0,51.0,2023-09-06 00:32:00,106XX S YATES AVE,4387,OTHER OFFENSE,False,True,434,4,26,2023,9,6,0,Less Severe,Fall
41.90264247,-87.728111,37.0,23.0,2023-09-05 08:00:00,040XX W DIVISION ST,320,ROBBERY,False,False,2534,25,3,2023,9,5,8,Severe,Fall
41.80530964,-87.58899806,4.0,39.0,2023-09-06 21:30:00,049XX S LAKE PARK AVE,820,THEFT,False,False,222,2,6,2023,9,6,21,Less Severe,Fall
41.88777118,-87.64430467,34.0,28.0,2023-09-06 09:42:00,003XX N DESPLAINES ST,1330,CRIMINAL TRESPASS,True,False,1214,12,26,2023,9,6,9,Other,Fall
41.97392235,-87.67934257,40.0,4.0,2023-09-06 18:00:00,050XX N DAMEN AVE,910,MOTOR VEHICLE THEFT,False,False,2032,20,7,2023,9,6,18,Other,Fall
41.85384294,-87.62384204,3.0,33.0,2023-09-06 20:49:00,021XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,False,False,132,1,14,2023,9,6,20,Less Severe,Fall
41.77672415,-87.68723414,16.0,66.0,2023-09-05 12:00:00,064XX S MAPLEWOOD AVE,1152,DECEPTIVE PRACTICE,False,False,825,8,11,2023,9,5,12,Other,Fall
41.89761812,-87.76913922,29.0,25.0,2023-09-06 19:00:00,009XX N MASSASOIT AVE,910,MOTOR VEHICLE THEFT,False,False,1511,15,7,2023,9,6,19,Other,Fall
41.92084865,-87.7731786,36.0,19.0,2023-09-06 09:00:00,022XX N MARMORA AVE,820,THEFT,False,False,2515,25,6,2023,9,6,9,Less Severe,Fall
41.85519055,-87.6238712,3.0,33.0,2023-09-06 18:00:00,020XX S MICHIGAN AVE,610,BURGLARY,False,False,132,1,5,2023,9,6,18,Other,Fall
41.96722233,-87.70966254,33.0,14.0,2023-09-06 02:52:00,047XX N SAWYER AVE,1365,CRIMINAL TRESPASS,False,False,1713,17,26,2023,9,6,2,Other,Fall
41.78852441,-87.61906612,20.0,40.0,2023-09-06 16:07:00,058XX S PRAIRIE AVE,930,MOTOR VEHICLE THEFT,False,False,232,2,7,2023,9,6,16,Other,Fall
41.88447623,-87.63131061,42.0,32.0,2023-09-06 13:30:00,001XX W RANDOLPH ST,560,ASSAULT,False,False,122,1,08A,2023,9,6,13,Severe,Fall
41.75447615,-87.56507476,7.0,43.0,2023-09-06 11:00:00,077XX S PHILLIPS AVE,1310,CRIMINAL DAMAGE,False,False,421,4,14,2023,9,6,11,Less Severe,Fall
41.87284447,-87.699441,28.0,27.0,2023-08-30 10:00:00,029XX W FLOURNOY ST,1153,DECEPTIVE PRACTICE,False,False,1135,11,11,2023,8,30,10,Other,Summer
41.78221163,-87.69835455,15.0,66.0,2023-09-06 00:35:00,061XX S SACRAMENTO AVE,498,BATTERY,False,True,823,8,04B,2023,9,6,0,Severe,Fall
41.68626771,-87.61979192,9.0,49.0,2023-09-06 21:55:00,001XX E 114TH PL,486,BATTERY,False,True,531,5,08B,2023,9,6,21,Severe,Fall
41.98078211,-87.66680808,48.0,77.0,2023-09-06 22:00:00,014XX W RASCHER AVE,460,BATTERY,False,False,2013,20,08B,2023,9,6,22,Severe,Fall
41.9206596,-87.74044483,26.0,20.0,2023-09-06 01:21:00,045XX W PALMER ST,610,BURGLARY,True,False,2522,25,5,2023,9,6,1,Other,Fall
41.75473072,-87.68663749,18.0,70.0,2023-09-06 20:00:00,076XX S MAPLEWOOD AVE,910,MOTOR VEHICLE THEFT,False,False,835,8,7,2023,9,6,20,Other,Fall
41.92147059,-87.73280178,35.0,20.0,2023-09-06 03:30:00,022XX N TRIPP AVE,1710,OFFENSE INVOLVING CHILDREN,True,True,2522,25,20,2023,9,6,3,Other,Fall
41.88302827,-87.76163663,37.0,25.0,2023-09-06 22:30:00,001XX N LOTUS AVE,4387,OTHER OFFENSE,False,True,1523,15,26,2023,9,6,22,Less Severe,Fall
41.81797649,-87.7239343,14.0,57.0,2023-09-06 10:06:00,041XX S PULASKI RD,031A,ROBBERY,False,False,815,8,3,2023,9,6,10,Severe,Fall
41.81383396,-87.6167124,3.0,38.0,2023-09-06 20:00:00,044XX S DR MARTIN LUTHER KING JR DR,820,THEFT,False,False,215,2,6,2023,9,6,20,Less Severe,Fall
41.97418701,-87.65635555,48.0,3.0,2023-09-06 14:00:00,050XX N KENMORE AVE,560,ASSAULT,False,False,2024,20,08A,2023,9,6,14,Severe,Fall
41.73192176,-87.61530451,6.0,44.0,2023-09-01 14:30:00,003XX E 89TH PL,890,THEFT,False,False,633,6,6,2023,9,1,14,Less Severe,Fall
41.69401925,-87.65540571,21.0,75.0,2023-09-06 21:25:00,013XX W 110TH ST,460,BATTERY,False,False,2234,22,08B,2023,9,6,21,Severe,Fall
41.87860416,-87.68509631,27.0,28.0,2023-09-06 14:00:00,023XX W ADAMS ST,910,MOTOR VEHICLE THEFT,False,False,1225,12,7,2023,9,6,14,Other,Fall
41.6920293,-87.60597981,9.0,50.0,2023-09-06 13:40:00,111XX S LANGLEY AVE,580,STALKING,False,False,531,5,08A,2023,9,6,13,Other,Fall
41.75463936,-87.67682005,18.0,71.0,2023-07-23 00:00:00,076XX S HAMILTON AVE,2826,OTHER OFFENSE,False,False,611,6,26,2023,7,23,0,Less Severe,Summer
41.74506971,-87.61354571,6.0,44.0,2023-09-06 02:30:00,082XX S VERNON AVE,1320,CRIMINAL DAMAGE,False,False,631,6,14,2023,9,6,2,Less Severe,Fall
41.76800205,-87.61853502,6.0,69.0,2023-09-06 12:25:00,069XX S PRAIRIE AVE,620,BURGLARY,False,False,322,3,5,2023,9,6,12,Other,Fall
41.97187292,-87.69256893,40.0,4.0,2023-09-06 03:01:00,025XX W ARGYLE ST,610,BURGLARY,False,False,2031,20,5,2023,9,6,3,Other,Fall
41.75536484,-87.56582647,7.0,43.0,2023-09-06 21:10:00,024XX E 77TH ST,486,BATTERY,True,True,421,4,08B,2023,9,6,21,Severe,Fall
41.96110208,-87.76726326,45.0,15.0,2023-09-06 02:10:00,044XX N CENTRAL AVE,1330,CRIMINAL TRESPASS,True,False,1623,16,26,2023,9,6,2,Other,Fall
41.78767082,-87.64741635,16.0,68.0,2023-08-29 15:56:00,058XX S PEORIA ST,1330,CRIMINAL TRESPASS,False,False,712,7,26,2023,8,29,15,Other,Summer
41.78309281,-87.60844576,20.0,42.0,2023-09-06 08:05:00,061XX S LANGLEY AVE,810,THEFT,False,False,313,3,6,2023,9,6,8,Less Severe,Fall
41.96307079,-87.65598421,46.0,3.0,2023-09-06 18:18:00,044XX N BROADWAY,860,THEFT,False,False,1913,19,6,2023,9,6,18,Less Severe,Fall
41.75255818,-87.71625267,18.0,70.0,2023-09-06 19:00:00,077XX S RIDGEWAY AVE,910,MOTOR VEHICLE THEFT,False,False,833,8,7,2023,9,6,19,Other,Fall
41.66581486,-87.55885388,10.0,55.0,2023-09-06 23:00:00,126XX S TORRENCE AVE,910,MOTOR VEHICLE THEFT,False,False,433,4,7,2023,9,6,23,Other,Fall
41.89119345,-87.75581232,37.0,25.0,2023-09-06 01:34:00,052XX W OHIO ST,051A,ASSAULT,False,True,1524,15,04A,2023,9,6,1,Severe,Fall
41.86668568,-87.66342658,15.0,61.0,2004-09-17 00:00:00,007XX W 47TH PL,1752,OFFENSE INVOLVING CHILDREN,False,True,935,9,17,2004,9,17,0,Other,Fall
41.86628662,-87.71572561,24.0,29.0,2023-04-19 11:30:00,036XX W ROOSEVELT RD,4230,KIDNAPPING,False,False,1133,11,26,2023,4,19,11,Other,Spring
41.8940089,-87.75143458,37.0,25.0,2023-09-06 20:01:00,050XX W SUPERIOR ST,620,BURGLARY,False,False,1531,15,5,2023,9,6,20,Other,Fall
41.96764805,-87.69376956,40.0,4.0,2023-09-06 23:25:00,047XX N ROCKWELL ST,330,ROBBERY,True,False,1911,19,3,2023,9,6,23,Severe,Fall
41.85148767,-87.72877699,24.0,29.0,2023-09-06 00:53:00,041XX W CERMAK RD,910,MOTOR VEHICLE THEFT,False,True,1012,10,7,2023,9,6,0,Other,Fall
41.90599196,-87.67837587,1.0,24.0,2023-09-06 02:00:00,020XX W EVERGREEN AVE,810,THEFT,False,False,1424,14,6,2023,9,6,2,Less Severe,Fall
41.96203391,-87.64589873,46.0,3.0,2023-09-06 06:15:00,006XX W MONTROSE DR,820,THEFT,False,False,1915,19,6,2023,9,6,6,Less Severe,Fall
41.76118916,-87.65401376,17.0,67.0,2023-09-06 23:50:00,073XX S RACINE AVE,031B,ROBBERY,False,True,734,7,3,2023,9,6,23,Severe,Fall
41.74325563,-87.60136759,8.0,44.0,2023-09-06 02:35:00,083XX S INGLESIDE AVE,041A,BATTERY,False,False,632,6,04B,2023,9,6,2,Severe,Fall
41.68091676,-87.63235978,21.0,53.0,2023-09-06 02:00:00,117XX S STEWART AVE,051A,ASSAULT,False,False,522,5,04A,2023,9,6,2,Severe,Fall
41.86854191,-87.63923536,28.0,28.0,2023-09-06 13:30:00,011XX S CANAL ST,313,ROBBERY,False,False,124,1,3,2023,9,6,13,Severe,Fall
41.86668568,-87.66342658,8.0,45.0,2021-08-01 00:00:00,012XX E 78TH ST,1563,SEX OFFENSE,False,False,411,4,17,2021,8,1,0,Other,Summer
41.91730907,-87.71447333,26.0,22.0,2023-09-06 21:55:00,035XX W ARMITAGE AVE,1320,CRIMINAL DAMAGE,False,False,1422,14,14,2023,9,6,21,Less Severe,Fall
41.83368122,-87.61243999,4.0,35.0,2023-09-06 10:30:00,005XX E 33RD PL,810,THEFT,False,False,211,2,6,2023,9,6,10,Less Severe,Fall
41.93049232,-87.71091716,35.0,22.0,2023-09-06 10:59:00,027XX N SPAULDING AVE,1020,ARSON,False,False,1412,14,9,2023,9,6,10,Other,Fall
41.77167666,-87.57238829,5.0,43.0,2023-09-06 21:00:00,021XX E 68TH ST,810,THEFT,False,False,331,3,6,2023,9,6,21,Less Severe,Fall
41.7897173,-87.62557633,20.0,40.0,2023-09-06 15:00:00,057XX S STATE ST,810,THEFT,False,False,232,2,6,2023,9,6,15,Less Severe,Fall
41.85730738,-87.64477861,25.0,31.0,2023-09-06 11:57:00,018XX S UNION AVE,1310,CRIMINAL DAMAGE,False,False,1235,12,14,2023,9,6,11,Less Severe,Fall
41.99536686,-87.68490232,50.0,2.0,2023-09-06 18:22:00,062XX N LEAVITT ST,2820,OTHER OFFENSE,False,True,2413,24,08A,2023,9,6,18,Less Severe,Fall
41.94742814,-87.74712604,30.0,15.0,2023-09-06 22:52:00,036XX N CICERO AVE,502P,OTHER OFFENSE,True,False,1731,17,26,2023,9,6,22,Less Severe,Fall
41.86823423,-87.70495329,24.0,29.0,2023-09-06 14:45:00,031XX W FILLMORE ST,486,BATTERY,False,True,1134,11,08B,2023,9,6,14,Severe,Fall
41.97618213,-87.87642115,41.0,76.0,2023-09-07 00:00:00,100XX W BALMORAL AVE,1130,DECEPTIVE PRACTICE,False,False,1650,16,11,2023,9,7,0,Other,Fall
41.71345022,-87.57023696,7.0,51.0,2023-09-06 15:00:00,022XX E 100TH ST,810,THEFT,False,False,431,4,6,2023,9,6,15,Less Severe,Fall
42.0149119,-87.6711289,49.0,1.0,2023-09-06 13:15:00,016XX W SHERWIN AVE,4387,OTHER OFFENSE,True,True,2423,24,26,2023,9,6,13,Less Severe,Fall
41.81270843,-87.60444003,4.0,39.0,2023-08-29 10:45:00,045XX S DREXEL BLVD,810,THEFT,False,False,221,2,6,2023,8,29,10,Less Severe,Summer
41.70399846,-87.62061763,9.0,49.0,2023-09-06 12:00:00,104XX S MICHIGAN AVE,820,THEFT,False,False,512,5,6,2023,9,6,12,Less Severe,Fall
41.94556028,-87.70728224,33.0,21.0,2023-09-06 12:00:00,035XX N ELSTON AVE,810,THEFT,False,False,1733,17,6,2023,9,6,12,Less Severe,Fall
41.90995935,-87.6385554,27.0,8.0,2023-08-31 12:00:00,015XX N SEDGWICK ST,1153,DECEPTIVE PRACTICE,False,False,1821,18,11,2023,8,31,12,Other,Summer
41.98121932,-87.78352534,45.0,11.0,2023-09-06 12:00:00,055XX N MELVINA AVE,910,MOTOR VEHICLE THEFT,False,False,1622,16,7,2023,9,6,12,Other,Fall
41.84966653,-87.63194093,11.0,34.0,2023-09-06 01:28:00,023XX S WENTWORTH AVE,031A,ROBBERY,False,False,914,9,3,2023,9,6,1,Severe,Fall
41.94680911,-87.68264136,32.0,5.0,2023-09-06 23:30:00,021XX W ADDISON ST,486,BATTERY,True,True,1921,19,08B,2023,9,6,23,Severe,Fall
41.73483371,-87.66304071,18.0,71.0,2023-08-19 15:00:00,087XX S ASHLAND AVE,1120,DECEPTIVE PRACTICE,False,False,2221,22,10,2023,8,19,15,Other,Summer
41.72476817,-87.62874029,9.0,49.0,2023-09-06 02:00:00,093XX S WENTWORTH AVE,910,MOTOR VEHICLE THEFT,False,False,634,6,7,2023,9,6,2,Other,Fall
41.74531692,-87.59412899,8.0,45.0,2023-09-06 01:00:00,082XX S AVALON AVE,1320,CRIMINAL DAMAGE,False,False,411,4,14,2023,9,6,1,Less Severe,Fall
41.75272743,-87.56868713,7.0,43.0,2023-09-07 00:00:00,078XX S CRANDON AVE,580,STALKING,False,False,414,4,08A,2023,9,7,0,Other,Fall
42.0025757,-87.65915619,49.0,1.0,2023-09-06 09:30:00,011XX W ALBION AVE,810,THEFT,False,False,2432,24,6,2023,9,6,9,Less Severe,Fall
41.87411982,-87.62422367,42.0,32.0,2023-08-03 19:55:00,006XX S MICHIGAN AVE,810,THEFT,False,False,114,1,6,2023,8,3,19,Less Severe,Summer
41.99812694,-87.66612678,48.0,77.0,2023-09-06 19:30:00,014XX W DEVON AVE,810,THEFT,False,False,2433,24,6,2023,9,6,19,Less Severe,Fall
41.89947656,-87.72620879,37.0,23.0,2023-09-06 11:45:00,010XX N PULASKI RD,460,BATTERY,False,False,1112,11,08B,2023,9,6,11,Severe,Fall
41.9504919,-87.64959595,46.0,6.0,2023-09-06 18:00:00,037XX N HALSTED ST,530,ASSAULT,False,True,1925,19,04A,2023,9,6,18,Severe,Fall
41.96498423,-87.75824607,45.0,15.0,2023-09-06 13:30:00,046XX N MILWAUKEE AVE,820,THEFT,False,False,1623,16,6,2023,9,6,13,Less Severe,Fall
41.80379923,-87.59053031,4.0,39.0,2023-09-06 17:30:00,050XX S BLACKSTONE AVE,810,THEFT,False,False,222,2,6,2023,9,6,17,Less Severe,Fall
41.89364666,-87.63117714,42.0,8.0,2023-09-06 07:40:00,006XX N CLARK ST,860,THEFT,False,False,1832,18,6,2023,9,6,7,Less Severe,Fall
41.98410903,-87.66085538,48.0,77.0,2023-09-06 19:35:00,056XX N RIDGE AVE,860,THEFT,False,False,2013,20,6,2023,9,6,19,Less Severe,Fall
41.73516241,-87.70368375,18.0,70.0,2023-09-06 08:34:00,032XX W 87TH ST,1310,CRIMINAL DAMAGE,False,False,834,8,14,2023,9,6,8,Less Severe,Fall
41.7712251,-87.6858633,16.0,66.0,2023-09-06 07:00:00,067XX S CAMPBELL AVE,1320,CRIMINAL DAMAGE,False,False,832,8,14,2023,9,6,7,Less Severe,Fall
41.77111324,-87.72256712,23.0,65.0,2023-09-06 02:30:00,067XX S PULASKI RD,930,MOTOR VEHICLE THEFT,False,False,833,8,7,2023,9,6,2,Other,Fall
41.94396785,-87.66999993,47.0,6.0,2023-09-06 10:15:00,034XX N MARSHFIELD AVE,1563,SEX OFFENSE,False,False,1922,19,17,2023,9,6,10,Other,Fall
41.71784334,-87.56111949,7.0,51.0,2023-09-06 19:00:00,097XX S HOXIE AVE,920,MOTOR VEHICLE THEFT,False,False,431,4,7,2023,9,6,19,Other,Fall
41.74905864,-87.56012618,7.0,46.0,2023-09-06 20:00:00,080XX S SAGINAW AVE,051A,ASSAULT,False,False,422,4,04A,2023,9,6,20,Severe,Fall
41.68479668,-87.7200966,19.0,74.0,2023-09-06 08:30:00,114XX S PULASKI RD,560,ASSAULT,False,False,2211,22,08A,2023,9,6,8,Severe,Fall
41.72656648,-87.63606562,9.0,73.0,2023-09-06 09:00:00,092XX S NORMAL AVE,820,THEFT,False,False,2223,22,6,2023,9,6,9,Less Severe,Fall
41.90239422,-87.62697816,42.0,8.0,2023-09-06 11:41:00,0000X E CEDAR ST,1120,DECEPTIVE PRACTICE,True,False,1824,18,10,2023,9,6,11,Other,Fall
41.7022446,-87.56397937,10.0,51.0,2023-09-06 19:00:00,106XX S YATES AVE,920,MOTOR VEHICLE THEFT,False,False,434,4,7,2023,9,6,19,Other,Fall
41.82849936,-87.64361241,11.0,60.0,2023-09-06 15:15:00,036XX S UNION AVE,486,BATTERY,False,True,915,9,08B,2023,9,6,15,Severe,Fall
41.75852494,-87.60872964,6.0,69.0,2023-09-06 16:30:00,006XX E 75TH ST,620,BURGLARY,False,False,624,6,5,2023,9,6,16,Other,Fall
41.90705021,-87.6634501,1.0,24.0,2023-09-06 06:30:00,014XX W BLACKHAWK ST,810,THEFT,False,False,1433,14,6,2023,9,6,6,Less Severe,Fall
41.93543292,-87.66850434,32.0,6.0,2023-09-06 15:32:00,029XX N ASHLAND AVE,860,THEFT,False,False,1931,19,6,2023,9,6,15,Less Severe,Fall
41.99873416,-87.66061312,49.0,1.0,2023-09-06 09:41:00,064XX N SHERIDAN RD,860,THEFT,False,False,2432,24,6,2023,9,6,9,Less Severe,Fall
41.91715988,-87.72714715,26.0,20.0,2023-09-06 19:03:00,040XX W ARMITAGE AVE,502P,OTHER OFFENSE,True,False,2525,25,26,2023,9,6,19,Less Severe,Fall
41.88051514,-87.7438419,28.0,25.0,2023-09-06 23:00:00,047XX W MADISON ST,910,MOTOR VEHICLE THEFT,False,False,1113,11,7,2023,9,6,23,Other,Fall
